Rob6,Common name,Scientific name,Endemic,Red Data Status (BirdLife Int),RDL status (in SA),Region,Cliffs,Forest,Woodland,Grassland,Savanna,Thicket,Fynbos,Karoo,Semi-arid,Namib desert,Wetland,Lagoons,Open coast,Marine,Agricultural
174,African Hobby,Falco cuvierii,3,5,LC,Southern Africa,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2
172,Lanner Falcon,Falco biarmicus,3,5,NT,Southern Africa,1,0,1,3,3,0,0,1,1,1,0,0,0,0,2
171,Peregrine Falcon,Falco peregrinus,3,5,NT,Southern Africa,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2
176,Taita Falcon,Falco fasciinucha,3,4,NT,Southern Africa,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
8,Little Grebe,Tachybaptus ruficollis,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3
6,Great Crested Grebe,Podiceps cristatus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3
7,Black-necked Grebe,Podiceps nigricollis,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3
910,Red-billed Tropicbird,Phaethon aethereus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
47,Red-tailed Tropicbird,Phaethon rubricauda,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
48,White-tailed Tropicbird,Phaethon lepturus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
53,Cape Gannet,Morus capensis,2,3,VU,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
54,Australian Gannet,Morus serrator,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,Red-footed Booby,Sula sula,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
52,Brown Booby,Sula leucogaster,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
60,African Darter,Anhinga rufa,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
58,Reed Cormorant,Phalacrocorax africanus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1
59,Crowned Cormorant,Phalacrocorax coronatus,1,4,NT,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
55,White-breasted Cormorant,Phalacrocorax lucidus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,3,0,2
57,Bank Cormorant,Phalacrocorax neglectus,1,2,EN ,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
56,Cape Cormorant,Phalacrocorax capensis,2,4,NT,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0
70,Slaty Egret,Egretta vinaceigula,2,3,EN,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
69,Black Heron,Egretta ardesiaca,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1
67,Little Egret,Egretta garzetta,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1
0,Little Blue Heron,Egretta caerulea,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
68,Yellow-billed Egret,Egretta intermedia,3,5,LC,Southern Africa,0,0,0,1,0,0,0,0,0,0,3,3,0,0,1
66,Great Egret,Egretta alba,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
0,Western Reef Heron,Egretta gularis,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1
0,Snowy Egret,Egretta thula,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1
62,Grey Heron,Ardea cinerea,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
63,Black-headed Heron,Ardea melanocephala,3,5,LC,Southern Africa,0,0,0,3,2,0,0,0,0,0,1,0,0,0,2
64,Goliath Heron,Ardea goliath,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
65,Purple Heron,Ardea purpurea,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
71,Cattle Egret,Bubulcus ibis,3,5,LC,Southern Africa,0,0,0,3,2,0,0,0,0,0,1,0,0,0,3
72,Squacco Heron,Ardeola ralloides,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
73,Malagasy Pond-Heron,Ardeola idae,3,2,EN ,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
75,Rufous-bellied Heron,Ardeola rufiventris,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
74,Green-backed Heron,Butorides striata,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
76,Black-crowned Night-Heron,Nycticorax nycticorax,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
77,White-backed Night-Heron,Gorsachius leuconotus,3,5,VU,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
78,Little Bittern,Ixobrychus minutus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
79,Dwarf Bittern,Ixobrychus sturmii,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1
80,Eurasian Bittern,Botaurus stellaris,3,5,CR,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
81,Hamerkop,Scopus umbretta,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0
96,Greater Flamingo,Phoenicopterus ruber,3,5,"NT S Afr, VU Namibia",Southern Africa,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
97,Lesser Flamingo,Phoenicopterus minor,3,4,"NT S Afr, VU Namibia",Southern Africa,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
93,Glossy Ibis,Plegadis falcinellus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1
94,Hadeda Ibis,Bostrychia hagedash,3,5,LC,Southern Africa,0,1,3,1,1,1,1,1,0,0,3,0,0,0,2
92,Southern Bald Ibis,Geronticus calvus,1,3,VU,Southern Africa,2,0,0,3,0,0,0,0,0,0,2,0,0,0,1
91,African Sacred Ibis,Threskiornis aethiopicus,3,5,LC,Southern Africa,0,0,0,2,0,0,0,0,0,0,3,2,0,0,2
95,African Spoonbill,Platalea alba,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2
49,Great White Pelican,Pelecanus onocrotalus,3,5,NT S Afr ,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1
50,Pink-backed Pelican,Pelecanus rufescens,3,5,VU,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0
90,Yellow-billed Stork,Mycteria ibis,3,5,NT S Afr ,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1
87,African Openbill,Anastomus lamelligerus,3,5,NT S Afr ,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
84,Black Stork,Ciconia nigra,3,5,"NT S Afr, EN Namibia",Southern Africa,2,0,0,0,0,0,0,0,0,0,3,1,0,0,1
85,Abdims Stork,Ciconia abdimii,3,5,LC,Southern Africa,0,0,0,3,3,0,0,1,0,0,1,0,0,0,3
86,Woolly-necked Stork,Ciconia episcopus,3,5,NT S Afr ,Southern Africa,0,3,3,0,0,0,0,0,0,0,3,1,0,0,1
83,White Stork,Ciconia ciconia,3,5,LC,Southern Africa,0,0,0,3,3,0,0,1,0,0,1,0,0,0,3
88,Saddle-billed Stork,Ephippiorhynchus senegalensis,3,5,EN,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
89,Marabou Stork,Leptoptilos crumeniferus,3,5,NT S Afr ,Southern Africa,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1
61,Greater Frigatebird,Fregata minor,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,Lesser Frigatebird,Fregata ariel,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
2,King Penguin,Aptenodytes patagonicus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,Gentoo Penguin,Pygoscelis papua,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
5,Macaroni Penguin,Eudyptes chrysolophus,3,3,VU  ,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
4,Rockhopper Penguin,Eudyptes chrysocome,3,3,VU  ,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
3,African Penguin,Spheniscus demersus,2,3,VU,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,Magellanic Penguin,Spheniscus magellanicus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
44,Wilsons Storm-Petrel,Oceanites oceanicus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,White-faced Storm-Petrel,Pelagodroma marina,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
46,Black-bellied Storm-Petrel,Fregetta tropica,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
45,White-bellied Storm-Petrel,Fregetta grallaria,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
42,European Storm-Petrel,Hydrobates pelagicus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
43,Leachs Storm-Petrel,Oceanodroma leucorhoa,3,5,EN s Afr,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
918,Matsudairas Storm-Petrel,Oceanodroma matsudairae,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
10,Wandering Albatross,Diomedea exulans,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,Tristan Albatross,Diomedea dabbenena,3,2,EN ,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
9,Southern Royal Albatross,Diomedea epomophora,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,Northern Royal Albatross,Diomedea sanfordi,3,2,EN ,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
905,Laysan Albatross,Phoebastria immutabilis,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
11,Shy Albatross,Thalassarche cauta,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,Salvins Albatross,Thalassarche salvini,3,3,VU  ,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,Chatham Albatross,Thalassarche eremita,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,Bullers Albatross,Thalassarche bulleri,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
12,Black-browed Albatross,Thalassarche melanophrys,3,2,EN ,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
13,Grey-headed Albatross,Thalassarche chrysostoma,3,3,VU  ,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
14,Atlantic Yellow-nosed Albatross,Thalassarche chlororhynchos,3,2,EN ,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,Indian Yellow-nosed Albatross,Thalassarche carteri,3,2,EN ,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
15,Sooty Albatross,Phoebetria fusca,3,2,EN ,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
16,Light-mantled Albatross,Phoebetria palpebrata,3,4,VU,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
17,Southern Giant-Petrel,Macronectes giganteus,3,3,VU  ,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
18,Northern Giant-Petrel,Macronectes halli,3,4,VU,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
19,Southern Fulmar,Fulmarus glacialoides,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
20,Antarctic Petrel,Thalassoica antarctica,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
21,Pintado Petrel,Daption capense,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
23,Great-winged Petrel,Pterodroma macroptera,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
25,White-headed Petrel,Pterodroma lessonii,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
26,Atlantic Petrel,Pterodroma incerta,3,3,VU  ,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,Barau’s Petrel,Pterodroma baraui,3,2,EN ,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
24,Soft-plumaged Petrel,Pterodroma mollis,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
27,Kerguelen Petrel,Lugensa brevirostris,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
28,Blue Petrel,Halobaena caerulea,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
29,Broad-billed Prion,Pachyptila vittata,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,Salvins Prion,Pachyptila salvini,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,Antarctic Prion,Pachyptila desolata,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
30,Slender-billed Prion,Pachyptila belcheri,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
31,Fairy Prion,Pachyptila turtur,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
22,Bulwers Petrel,Bulweria bulwerii,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,Jouanins Petrel,Bulweria fallax,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
32,White-chinned Petrel,Procellaria aequinoctialis,3,3,VU,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,Spectacled Petrel,Procellaria conspicillata,3,1,CR,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
33,Grey Petrel,Procellaria cinerea,3,4,NT,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
34,Corys Shearwater,Calonectris diomedea,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,Streaked Shearwater,Calonectris leucomelas,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
35,Great Shearwater,Puffinus gravis,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
36,Flesh-footed Shearwater,Puffinus carneipes,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
37,Sooty Shearwater,Puffinus griseus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
41,Wedge-tailed Shearwater,Puffinus pacificus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
38,Manx Shearwater,Puffinus puffinus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,Balearic Shearwater,Puffinus mauretanicus,3,5,CR,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
40,Tropical Shearwater,Puffinus bailloni,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
39,Little Shearwater,Puffinus assimilis,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
491,African Pitta,Pitta angolensis,3,5,LC,Southern Africa,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
490,African Broadbill,Smithornis capensis,3,5,LC,Southern Africa,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
543,Eurasian Golden Oriole,Oriolus oriolus,3,5,LC,Southern Africa,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1
544,African Golden Oriole,Oriolus auratus,3,5,LC,Southern Africa,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
546,Green-headed Oriole,Oriolus chlorocephalus,3,5,LC,Southern Africa,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
545,Black-headed Oriole,Oriolus larvatus,3,5,LC,Southern Africa,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2
542,Square-tailed Drongo,Dicrurus ludwigii,3,5,LC,Southern Africa,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
541,Fork-tailed Drongo,Dicrurus adsimilis,3,5,LC,Southern Africa,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1
708,Blue-mantled Crested Flycatcher,Trochocercus cyanomelas,3,5,LC,Southern Africa,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
710,African Paradise-Flycatcher,Terpsiphone viridis,3,5,LC,Southern Africa,0,2,3,0,1,0,0,0,0,0,0,0,0,0,2
741,Brubru,Nilaus afer,3,5,LC,Southern Africa,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1
740,Black-backed Puffback,Dryoscopus cubla,3,5,LC,Southern Africa,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1
745,Anchietas Tchagra,Antichromus anchietae,3,5,LC,Southern Africa,0,1,0,1,0,0,0,0,0,0,3,0,0,0,1
744,Black-crowned Tchagra,Tchagra senegalus,3,5,LC,Southern Africa,0,1,2,0,3,0,0,0,0,0,0,0,0,0,1
743,Brown-crowned Tchagra,Tchagra australis,3,5,LC,Southern Africa,0,1,2,0,3,0,0,0,0,0,0,0,0,0,1
742,Southern Tchagra,Tchagra tchagra,1,5,LC,Southern Africa,0,1,0,1,1,3,1,1,0,0,0,0,0,0,0
737,Tropical Boubou,Laniarius aethiopicus,3,5,LC,Southern Africa,0,1,2,0,1,0,0,0,0,0,3,0,0,0,1
738,Swamp Boubou,Laniarius bicolor,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
736,Southern Boubou,Laniarius ferrugineus,1,5,LC,Southern Africa,0,2,2,0,0,3,0,0,0,0,0,0,0,0,2
739,Crimson-breasted Shrike,Laniarius atrococcineus,2,5,LC,Southern Africa,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
746,Bokmakierie,Telophorus zeylonus,2,5,LC,Southern Africa,0,0,0,3,0,1,3,3,1,0,0,0,0,0,2
748,Orange-breasted Bush-Shrike,Telophorus sulfureopectus,3,5,LC,Southern Africa,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
750,Olive Bush-Shrike,Telophorus olivaceus,2,5,LC,Southern Africa,0,3,2,0,0,2,0,0,0,0,0,0,0,0,1
749,Black-fronted Bush-Shrike,Telophorus nigrifrons,3,5,LC,Southern Africa,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
747,Gorgeous Bush-Shrike,Telophorus viridis,3,5,LC,Southern Africa,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
751,Grey-headed Bush-Shrike,Malaconotus blanchoti,3,5,LC,Southern Africa,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1
753,White-crested Helmet-Shrike,Prionops plumatus,3,5,LC,Southern Africa,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1
754,Retzs Helmet-Shrike,Prionops retzii,3,5,LC,Southern Africa,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
755,Chestnut-fronted Helmet-Shrike,Prionops scopifrons,3,5,LC,Southern Africa,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
699,Black-and-white Flycatcher,Bias musicus,3,5,LC,Southern Africa,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
752,White-tailed Shrike,Lanioturdus torquatus,2,5,LC,Southern Africa,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0
700,Cape Batis,Batis capensis,3,5,LC,Southern Africa,0,3,2,0,1,1,0,0,0,0,0,0,0,0,1
704,Woodwards Batis,Batis fratrum,2,5,LC,Southern Africa,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
701,Chinspot Batis,Batis molitor,3,5,LC,Southern Africa,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1
702,Pale Batis,Batis soror,3,5,LC,Southern Africa,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
703,Pririt Batis,Batis pririt,2,5,LC,Southern Africa,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1
705,Black-throated Wattle-eye,Platysteira peltata,3,5,NT s Afr,Southern Africa,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0
549,House Crow,Corvus splendens,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
547,Cape Crow,Corvus capensis,3,5,LC,Southern Africa,0,0,0,1,3,1,1,2,0,1,0,0,0,0,2
548,Pied Crow,Corvus albus,3,5,LC,Southern Africa,0,0,1,1,3,1,1,2,1,0,0,0,0,0,3
550,White-necked Raven,Corvus albicollis,3,5,LC,Southern Africa,3,0,0,0,2,0,0,2,1,0,0,0,0,0,1
733,Red-backed Shrike,Lanius collurio,3,5,LC,Southern Africa,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1
734,Souzas Shrike,Lanius souzae,3,5,LC,Southern Africa,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
731,Lesser Grey Shrike,Lanius minor,3,5,LC,Southern Africa,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
732,Common Fiscal,Lanius collaris,3,5,LC,Southern Africa,0,0,3,0,3,1,1,1,0,0,0,0,0,0,3
735,Magpie Shrike,Corvinella melanoleuca,3,5,LC,Southern Africa,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1
756,Southern White-crowned Shrike,Eurocephalus anguitimens,2,5,LC,Southern Africa,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
539,White-breasted Cuckooshrike,Coracina pectoralis,3,5,LC,Southern Africa,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
540,Grey Cuckooshrike,Coracina caesia,3,5,LC,Southern Africa,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1
538,Black Cuckooshrike,Campephaga flava,3,5,LC,Southern Africa,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1
611,Cape Rock-jumper,Chaetops frenatus,1,5,LC,Southern Africa,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
612,Drakensberg Rock-jumper,Chaetops aurantius,1,5,LC,Southern Africa,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0
557,Cape Penduline-Tit,Anthoscopus minutus,2,5,LC,Southern Africa,0,0,0,0,1,0,1,3,0,1,0,0,0,0,0
558,Grey Penduline-Tit,Anthoscopus caroli,3,5,LC,Southern Africa,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1
554,Southern Black Tit,Parus niger,3,5,LC,Southern Africa,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1
555,Carps Tit,Parus carpi,2,5,LC,Southern Africa,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
556,Rufous-bellied Tit,Parus rufiventris,3,5,LC,Southern Africa,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
553,Miombo Tit,Parus griseiventris,3,5,LC,Southern Africa,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
552,Ashy Tit,Parus cinerascens,2,5,LC,Southern Africa,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1
551,Grey Tit,Parus afer,1,5,LC,Southern Africa,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1
532,Sand Martin,Riparia riparia,3,5,LC,Southern Africa,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1
533,Brown-throated Martin,Riparia paludicola,3,5,LC,Southern Africa,0,0,1,2,1,0,1,1,0,0,3,1,0,0,1
534,Banded Martin,Riparia cincta,3,5,LC,Southern Africa,0,0,0,3,0,0,1,1,0,0,3,1,1,0,1
535,Mascarene Martin,Phedina borbonica,3,5,LC,Southern Africa,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0
531,Grey-rumped Swallow,Pseudhirundo griseopyga,3,5,LC,Southern Africa,0,0,1,3,1,0,0,0,0,0,2,0,0,0,0
518,Barn Swallow,Hirundo rustica,3,5,LC,Southern Africa,0,0,1,3,2,1,1,1,0,0,3,1,0,0,2
519,Angola Swallow,Hirundo angolensis,3,5,LC,Southern Africa,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1
520,White-throated Swallow,Hirundo albigularis,3,5,LC,Southern Africa,0,0,0,1,1,0,1,0,0,0,3,1,0,0,1
522,Wire-tailed Swallow,Hirundo smithii,3,5,LC,Southern Africa,0,1,1,1,1,0,0,0,0,0,3,1,0,0,1
521,Blue Swallow,Hirundo atrocaerulea,3,3,"VU global, CR s Afr",Southern Africa,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
523,Pearl-breasted Swallow,Hirundo dimidiata,3,5,LC,Southern Africa,0,0,3,1,1,1,1,1,0,0,1,0,0,0,2
526,Greater Striped Swallow,Hirundo cucullata,3,5,LC,Southern Africa,0,0,0,3,1,1,2,2,1,0,2,1,0,0,1
527,Lesser Striped Swallow,Hirundo abyssinica,3,5,LC,Southern Africa,0,1,2,1,2,0,0,0,0,0,2,0,0,0,1
524,Red-breasted Swallow,Hirundo semirufa,3,5,LC,Southern Africa,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
525,Mosque Swallow,Hirundo senegalensis,3,5,LC,Southern Africa,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
904,Red-rumped Swallow,Hirundo daurica,3,5,LC,Southern Africa,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0
528,South African Cliff-Swallow,Hirundo spilodera,3,5,LC,Southern Africa,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1
529,Rock Martin,Hirundo fuligula,3,5,LC,Southern Africa,3,0,0,0,1,0,0,3,3,1,0,0,1,0,1
530,Common House-Martin,Delichon urbicum,3,5,LC,Southern Africa,1,0,0,3,1,1,2,2,0,0,0,0,0,0,2
913,White-headed Saw-wing,Psalidoprocne albiceps,3,5,LC,Southern Africa,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1
536,Black Saw-wing,Psalidoprocne holomelaena,3,5,LC,Southern Africa,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0
537,Eastern Saw-wing,Psalidoprocne orientalis,3,5,LC,Southern Africa,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
568,Dark-capped Bulbul,Pycnonotus tricolor,3,5,LC,Southern Africa,0,3,1,1,1,1,0,0,0,0,0,0,0,0,3
567,African Red-eyed Bulbul,Pycnonotus nigricans,2,5,LC,Southern Africa,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1
566,Cape Bulbul,Pycnonotus capensis,1,5,LC,Southern Africa,0,0,1,0,1,1,3,2,0,0,0,0,0,0,1
572,Sombre Greenbul,Andropadus importunus,3,5,LC,Southern Africa,0,3,1,0,1,0,1,1,0,0,0,0,0,0,1
